Spawn.Date,Species,Sample_ID,Origin,Treatment,Well.Num,Num.Eggs,Initials,Notes
20201009,A.pulchra,A.pul_204,Mahana,Wild,7,9,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,8,7,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,9,7,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,10,4,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,11,10,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,12,11,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,13,7,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,14,6,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,15,9,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,16,6,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,17,7,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,18,6,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,19,8,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,20,8,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,21,6,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,22,10,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,23,8,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,24,6,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,1,4,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,2,5,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,3,5,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,4,5,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,5,4,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,6,8,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,7,4,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,8,4,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,9,7,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,10,7,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,11,4,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,12,7,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,13,9,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,14,8,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,15,9,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,16,5,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,17,6,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,18,7,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,19,6,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,20,7,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,21,6,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,22,3,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,23,7,DC,
20201009,A.pulchra,A.pul_178,Manava,Outplanted,24,5,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,1,8,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,2,7,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,3,5,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,4,8,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,5,7,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,6,8,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,7,8,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,8,9,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,9,5,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,10,10,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,11,12,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,12,7,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,13,6,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,14,7,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,15,8,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,16,6,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,17,11,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,18,7,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,19,12,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,20,9,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,21,8,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,22,9,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,23,6,DC,
20201009,A.pulchra,A.pul_241,Mahana,Outplanted,24,7,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,1,7,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,2,14,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,3,11,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,4,8,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,5,9,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,6,13,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,7,14,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,8,13,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,9,13,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,10,10,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,11,11,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,12,10,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,13,10,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,14,8,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,15,11,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,16,7,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,17,8,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,18,12,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,19,10,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,20,11,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,21,13,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,22,15,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,23,15,DC,
20201009,A.pulchra,A.pul_234,Mahana,Outplanted,24,11,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,1,12,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,2,6,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,3,5,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,4,7,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,5,5,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,6,4,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,7,11,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,8,7,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,9,12,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,10,10,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,11,6,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,12,11,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,13,9,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,14,9,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,15,11,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,16,10,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,17,11,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,18,7,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,19,10,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,20,9,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,21,9,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,22,13,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,23,7,DC,
20201009,A.pulchra,A.pul_66,Linareva,Wild,24,5,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,1,5,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,2,9,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,3,6,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,4,5,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,5,3,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,6,6,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,7,16,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,8,5,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,9,5,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,10,7,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,11,9,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,12,15,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,13,9,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,14,13,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,15,23,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,16,5,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,17,7,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,18,16,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,19,9,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,20,24,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,21,10,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,22,9,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,23,10,DC,
20201009,A.pulchra,A.pul_208,Mahana,Wild,24,11,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,1,5,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,2,2,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,3,6,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,4,8,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,5,4,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,6,4,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,7,8,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,8,6,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,9,9,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,10,4,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,11,4,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,12,5,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,13,6,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,14,8,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,15,8,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,16,6,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,17,5,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,18,6,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,19,6,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,20,5,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,21,6,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,22,6,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,23,7,DC,
20201009,A.pulchra,A.pul_76,Mahana,Wild,24,5,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,1,7,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,2,13,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,3,9,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,4,13,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,5,9,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,6,9,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,7,9,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,8,15,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,9,10,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,10,7,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,11,9,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,12,14,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,13,7,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,14,11,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,15,6,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,16,9,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,17,10,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,18,6,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,19,12,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,20,7,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,21,6,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,22,10,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,23,7,DC,
20201009,A.pulchra,A.pul_73,Linareva,Wild,24,4,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,1,4,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,2,5,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,3,5,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,4,5,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,5,6,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,6,5,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,7,6,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,8,4,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,9,9,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,10,3,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,11,4,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,12,5,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,13,5,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,14,3,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,15,6,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,16,3,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,17,6,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,18,4,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,19,6,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,20,5,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,21,6,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,22,4,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,23,4,DC,
20201009,A.pulchra,A.pul_173,Manava,Outplanted,24,5,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,1,6,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,2,7,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,3,9,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,4,8,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,5,5,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,6,9,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,7,7,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,8,4,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,9,7,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,10,4,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,11,6,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,12,6,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,13,2,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,14,4,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,15,7,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,16,4,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,17,6,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,18,10,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,19,9,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,20,5,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,21,5,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,22,3,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,23,5,DC,
20201009,A.cyatherea,A.cya_20,Linareva,Wild,24,7,DC,
